Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
BCL11B,4.21,0.0165,0.392,2.994,4.39,0.0172,0.392,3.0012,5.83,0.0206,0.3538,3.0451,WT Day 6 CPC,Rep 1
BEST1,1.18,0.0057,0.486,0.6994,1.23,0.006,0.486,0.7011,1.62,0.0073,0.4481,0.7008,WT Day 6 CPC,Rep 1
BICRA,12.46,0.0485,0.3896,8.5034,12.99,0.0506,0.3896,8.5239,17.17,0.0603,0.3513,8.5874,WT Day 6 CPC,Rep 1
BRAF,38.73,0.2255,0.5822,42.6886,40.38,0.2351,0.5822,42.7916,51.47,0.2713,0.5271,42.3383,WT Day 6 CPC,Rep 1
BRD4,59.81,0.5256,0.8789,118.1758,62.26,0.5459,0.8768,118.412,79.35,0.6555,0.826,119.4723,WT Day 6 CPC,Rep 1
BRSK2,10.78,0.043,0.3983,7.9021,11.24,0.0448,0.3983,7.9212,14.84,0.0542,0.3648,8.0013,WT Day 6 CPC,Rep 1
BSCL2,30.35,0.1596,0.5258,29.1912,31.62,0.1658,0.5243,29.2494,41.45,0.2019,0.487,29.5209,WT Day 6 CPC,Rep 1
C19orf12,29.22,0.139,0.4756,25.8536,30.39,0.1433,0.4714,25.8792,40.68,0.1843,0.4531,26.463,WT Day 6 CPC,Rep 1
C1QTNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
C3,5.93,0.0253,0.4266,4.2087,6.18,0.0264,0.4266,4.2189,8.16,0.0315,0.3868,4.23,WT Day 6 CPC,Rep 1
C9orf72,15.64,0.0668,0.4271,11.2765,16.3,0.0696,0.4271,11.3037,21.41,0.0819,0.3827,11.3267,WT Day 6 CPC,Rep 1
CACNA1C,17.7,0.1065,0.6019,16.9208,18.43,0.1107,0.6006,16.9494,22.72,0.1184,0.521,16.2065,WT Day 6 CPC,Rep 1
CACNA1D,19.31,0.1362,0.7053,21.4731,20.13,0.142,0.7053,21.525,24.59,0.1495,0.6082,20.462,WT Day 6 CPC,Rep 1
CACNA1E,0.02,0.0001,0.459,0.0123,0.02,0.0001,0.459,0.0123,0.03,0.0001,0.459,0.0127,WT Day 6 CPC,Rep 1
CACNA1S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
CALM1,68.46,0.9838,1.4369,320.4159,71.11,1.019,1.433,321.0419,89.8,1.2436,1.3849,327.6346,WT Day 6 CPC,Rep 1
CALM2,74.16,1.311,1.7678,524.6683,77.0,1.3587,1.7646,525.7137,93.01,1.5884,1.7078,536.1792,WT Day 6 CPC,Rep 1
CALM3,67.39,0.8543,1.2676,237.1861,70.01,0.8845,1.2633,237.6234,89.74,1.0981,1.2237,242.9707,WT Day 6 CPC,Rep 1
CAMK2A,8.83,0.0435,0.4923,6.4419,9.18,0.0448,0.4877,6.4452,11.76,0.0521,0.4431,6.3068,WT Day 6 CPC,Rep 1
CAPN3,8.79,0.0537,0.6116,8.2948,9.16,0.056,0.6116,8.3148,11.61,0.0636,0.5478,8.1415,WT Day 6 CPC,Rep 1
CAPN5,4.12,0.0153,0.3707,2.4295,4.3,0.0159,0.3707,2.4354,5.71,0.0196,0.3435,2.459,WT Day 6 CPC,Rep 1
CARD11,0.56,0.0016,0.2829,0.319,0.58,0.0016,0.2829,0.3198,0.79,0.0022,0.2829,0.3313,WT Day 6 CPC,Rep 1
CASQ2,0.41,0.0013,0.3179,0.2454,0.43,0.0014,0.3179,0.246,0.55,0.0017,0.3182,0.2421,WT Day 6 CPC,Rep 1
CASR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
CAV1,3.67,0.014,0.3823,3.3621,3.83,0.0146,0.3823,3.3702,5.16,0.018,0.3495,3.4401,WT Day 6 CPC,Rep 1
CAV3,0.02,0.0001,0.2338,0.0123,0.02,0.0001,0.2338,0.0123,0.03,0.0001,0.2338,0.0127,WT Day 6 CPC,Rep 1
CBL,45.59,0.3,0.6582,56.1492,47.48,0.3115,0.6561,56.2601,60.97,0.3652,0.5991,56.2387,WT Day 6 CPC,Rep 1
CCM2,27.22,0.122,0.4481,22.0253,28.35,0.1266,0.4466,22.0662,37.42,0.1565,0.4181,22.3222,WT Day 6 CPC,Rep 1
CCND2,38.45,0.3669,0.9542,104.7275,40.04,0.3815,0.9526,104.9435,51.56,0.4677,0.9072,106.6803,WT Day 6 CPC,Rep 1
CD164,60.32,0.5287,0.8765,112.4333,62.82,0.5498,0.8751,112.6679,79.72,0.6508,0.8163,112.3501,WT Day 6 CPC,Rep 1
CD2AP,50.25,0.366,0.7285,79.7696,52.34,0.3804,0.7268,79.9376,68.36,0.4715,0.6898,81.2875,WT Day 6 CPC,Rep 1
CD46,55.73,0.4306,0.7728,82.8617,58.1,0.4489,0.7728,83.0618,73.03,0.5129,0.7023,81.4277,WT Day 6 CPC,Rep 1
CDC42,70.2,1.0574,1.5062,327.9744,72.92,1.0955,1.5022,328.5941,91.81,1.3426,1.4623,335.6614,WT Day 6 CPC,Rep 1
CDH11,20.49,0.141,0.6879,26.9702,21.37,0.147,0.6879,27.0354,27.21,0.1735,0.6377,26.858,WT Day 6 CPC,Rep 1
CDK4,49.86,0.3683,0.7388,83.8188,51.91,0.3824,0.7366,83.9843,68.42,0.4816,0.7039,85.8106,WT Day 6 CPC,Rep 1
CEACAM16,0.04,0.0004,1.0004,0.0245,0.04,0.0004,1.0004,0.0246,0.03,0.0002,0.5444,0.0127,WT Day 6 CPC,Rep 1
CEBPA,2.84,0.0153,0.5396,1.9755,2.96,0.016,0.5396,1.9803,3.79,0.017,0.4492,1.9494,WT Day 6 CPC,Rep 1
CEL,0.99,0.0033,0.3384,0.5767,1.03,0.0035,0.3384,0.5781,1.34,0.0039,0.2903,0.5733,WT Day 6 CPC,Rep 1
CEP85L,24.17,0.1213,0.5019,22.7738,25.2,0.1265,0.5019,22.8288,32.68,0.151,0.462,22.7172,WT Day 6 CPC,Rep 1
CFB,0.28,0.0015,0.5539,0.1718,0.29,0.0016,0.5539,0.1722,0.37,0.0013,0.3495,0.1656,WT Day 6 CPC,Rep 1
CFH,0.02,0.0001,0.5649,0.0123,0.02,0.0001,0.5649,0.0123,0.03,0.0002,0.5649,0.0127,WT Day 6 CPC,Rep 1
CFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
CHAMP1,29.17,0.139,0.4765,26.05,30.41,0.1449,0.4765,26.1129,40.5,0.1834,0.4528,26.5905,WT Day 6 CPC,Rep 1
CHCHD10,68.08,0.9564,1.4049,285.973,70.46,0.984,1.3965,286.3683,88.73,1.1972,1.3493,291.9598,WT Day 6 CPC,Rep 1
CHD3,50.33,0.3814,0.7578,79.8678,52.43,0.3966,0.7565,80.036,68.05,0.4849,0.7125,80.9435,WT Day 6 CPC,Rep 1
CHD4,65.07,0.7218,1.1092,184.2517,67.75,0.7499,1.1068,184.6474,84.76,0.8849,1.044,184.8463,WT Day 6 CPC,Rep 1
CHMP2B,49.0,0.3295,0.6724,67.8796,51.06,0.3429,0.6716,68.0312,67.35,0.428,0.6355,69.26,WT Day 6 CPC,Rep 1
CHN1,21.55,0.105,0.4872,18.3565,22.46,0.1095,0.4872,18.4008,29.6,0.136,0.4594,18.5127,WT Day 6 CPC,Rep 1
CHRNA4,0.06,0.0002,0.2908,0.0368,0.07,0.0002,0.2908,0.0369,0.09,0.0003,0.2908,0.0382,WT Day 6 CPC,Rep 1
CHRNB1,9.69,0.0418,0.4311,6.1474,10.08,0.0429,0.426,6.15,13.04,0.0488,0.3744,6.0647,WT Day 6 CPC,Rep 1
CHRNB2,0.09,0.0006,0.6872,0.0491,0.09,0.0006,0.6872,0.0492,0.12,0.0008,0.6872,0.051,WT Day 6 CPC,Rep 1
CITED2,50.1,0.4198,0.8379,87.8926,52.09,0.4341,0.8333,88.031,67.78,0.5283,0.7795,89.5819,WT Day 6 CPC,Rep 1
CLCN6,14.82,0.0645,0.435,10.2703,15.45,0.0672,0.435,10.2951,19.52,0.0729,0.3734,9.8615,WT Day 6 CPC,Rep 1
CLCN7,14.07,0.0654,0.4646,9.8654,14.67,0.0682,0.4646,9.8892,18.3,0.0692,0.3781,9.4538,WT Day 6 CPC,Rep 1
CNNM2,20.84,0.1002,0.4808,19.559,21.72,0.1045,0.4808,19.6062,28.22,0.1252,0.4437,19.5702,WT Day 6 CPC,Rep 1
CNOT3,31.86,0.1563,0.4905,29.2648,33.21,0.1629,0.4905,29.3355,43.86,0.2008,0.4578,29.6993,WT Day 6 CPC,Rep 1
COCH,13.56,0.0609,0.4495,12.9207,14.13,0.0635,0.4495,12.9519,18.42,0.0768,0.4172,12.9448,WT Day 6 CPC,Rep 1
COL10A1,0.43,0.0014,0.3196,0.2454,0.45,0.0014,0.3196,0.246,0.58,0.0018,0.3121,0.2421,WT Day 6 CPC,Rep 1
COL11A1,9.11,0.0507,0.5561,8.7978,9.5,0.0528,0.5561,8.8191,12.06,0.0597,0.4949,8.7148,WT Day 6 CPC,Rep 1
COL11A2,13.17,0.071,0.5388,11.8777,13.73,0.074,0.5388,11.9064,17.29,0.0826,0.4776,11.5433,WT Day 6 CPC,Rep 1
COL1A2,39.48,0.5238,1.3266,173.6501,41.14,0.5455,1.3259,174.0571,50.64,0.6231,1.2304,169.9648,WT Day 6 CPC,Rep 1
COL4A3,0.21,0.0008,0.3844,0.135,0.22,0.0009,0.3844,0.1353,0.27,0.0009,0.3333,0.1274,WT Day 6 CPC,Rep 1
COL4A4,0.99,0.0034,0.3406,0.589,1.03,0.0035,0.3406,0.5904,1.25,0.0034,0.2712,0.5479,WT Day 6 CPC,Rep 1
COL5A2,17.1,0.1289,0.7539,29.6575,17.78,0.1335,0.7507,29.7045,22.88,0.1579,0.6902,29.5081,WT Day 6 CPC,Rep 1
COL6A1,60.43,0.6676,1.1048,177.6134,62.89,0.6934,1.1025,177.9808,77.83,0.7914,1.0169,174.7682,WT Day 6 CPC,Rep 1
COL6A2,46.21,0.3656,0.7912,75.5363,48.17,0.3812,0.7912,75.7187,60.78,0.4418,0.7268,75.1719,WT Day 6 CPC,Rep 1
COL6A3,11.06,0.0612,0.5527,10.5525,11.53,0.0638,0.5527,10.578,14.39,0.0722,0.5017,10.1928,WT Day 6 CPC,Rep 1
COMP,0.24,0.001,0.4272,0.135,0.25,0.0011,0.4272,0.1353,0.31,0.0012,0.3981,0.1274,WT Day 6 CPC,Rep 1
CPOX,9.56,0.0367,0.3841,6.4419,9.97,0.0383,0.3841,6.4575,13.23,0.0464,0.3505,6.5361,WT Day 6 CPC,Rep 1
CRX,0.6,0.0024,0.4041,0.3436,0.63,0.0025,0.4041,0.3444,0.86,0.0035,0.4041,0.3567,WT Day 6 CPC,Rep 1
CSDE1,67.78,0.9049,1.3352,271.8007,70.53,0.9398,1.3326,272.3709,89.43,1.1535,1.2898,277.6644,WT Day 6 CPC,Rep 1
CSNK2A1,60.37,0.5472,0.9065,122.9245,62.84,0.5686,0.9047,123.1721,79.81,0.679,0.8507,123.8297,WT Day 6 CPC,Rep 1
CSNK2B,61.59,0.5776,0.9378,130.2376,64.12,0.5999,0.9355,130.5028,83.84,0.7463,0.8902,133.3982,WT Day 6 CPC,Rep 1
CSRP3,14.44,0.1397,0.9681,30.6023,15.01,0.1444,0.9626,30.6516,18.94,0.1706,0.9011,30.744,WT Day 6 CPC,Rep 1
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
CTNND1,54.46,0.4346,0.7981,87.5367,56.71,0.4517,0.7966,87.7112,71.69,0.5235,0.7302,87.2376,WT Day 6 CPC,Rep 1
CTR9,41.63,0.2489,0.5979,48.3698,43.4,0.2595,0.5979,48.4865,56.78,0.3157,0.5561,48.8744,WT Day 6 CPC,Rep 1
CUX2,3.11,0.011,0.3529,2.0737,3.25,0.0115,0.3529,2.0787,4.22,0.0128,0.303,2.0513,WT Day 6 CPC,Rep 1
CXCR4,10.78,0.0594,0.551,11.9391,11.22,0.0616,0.5486,11.9556,14.42,0.0712,0.4939,11.8873,WT Day 6 CPC,Rep 1
CYFIP2,36.97,0.2976,0.8051,69.1926,38.43,0.3078,0.8008,69.2981,49.48,0.3705,0.7489,70.4195,WT Day 6 CPC,Rep 1
DCC,2.92,0.0174,0.5955,2.1841,3.02,0.0176,0.5805,2.1771,3.85,0.0195,0.5069,2.115,WT Day 6 CPC,Rep 1
DCTN1,41.93,0.2631,0.6275,50.6643,43.7,0.2738,0.6266,50.7743,56.84,0.3342,0.588,51.2315,WT Day 6 CPC,Rep 1
DDR2,1.25,0.0054,0.4365,1.1657,1.3,0.0057,0.4365,1.1685,1.71,0.0071,0.4154,1.1849,WT Day 6 CPC,Rep 1
DES,2.56,0.0119,0.4673,2.2332,2.67,0.0125,0.4673,2.2386,3.57,0.0159,0.4446,2.2934,WT Day 6 CPC,Rep 1
DHX30,45.31,0.2794,0.6166,52.2717,47.17,0.2896,0.6139,52.361,61.73,0.3567,0.5779,53.028,WT Day 6 CPC,Rep 1
DIAPH1,28.55,0.1446,0.5066,27.4856,29.76,0.1508,0.5066,27.552,38.27,0.1759,0.4597,27.2912,WT Day 6 CPC,Rep 1
DNAJB11,51.99,0.3934,0.7568,84.0397,54.2,0.4102,0.7568,84.2426,69.33,0.4901,0.7069,84.1543,WT Day 6 CPC,Rep 1
DNAJB6,60.49,0.5505,0.91,124.1515,63.05,0.5733,0.9094,124.4389,81.49,0.7047,0.8648,126.276,WT Day 6 CPC,Rep 1
DNAJC5,20.37,0.0912,0.4478,15.4729,21.23,0.0951,0.4478,15.5103,28.22,0.1194,0.423,15.7479,WT Day 6 CPC,Rep 1
DNM1,18.78,0.0848,0.4519,15.1294,19.57,0.0885,0.4519,15.1659,24.98,0.1001,0.4005,14.8433,WT Day 6 CPC,Rep 1
DNM1L,55.66,0.4373,0.7857,89.1196,57.98,0.4547,0.7841,89.3102,74.5,0.553,0.7423,90.0151,WT Day 6 CPC,Rep 1
DNM2,27.18,0.1306,0.4808,23.191,28.33,0.1362,0.4808,23.247,37.14,0.1652,0.4449,23.3925,WT Day 6 CPC,Rep 1
DPF2,38.63,0.2098,0.5433,39.2529,40.27,0.2188,0.5433,39.3477,52.93,0.2718,0.5135,39.8029,WT Day 6 CPC,Rep 1
DSC2,59.14,0.5622,0.9507,134.1396,61.63,0.5856,0.9501,134.4511,77.83,0.6928,0.8903,132.9777,WT Day 6 CPC,Rep 1
DSPP,0.09,0.0003,0.314,0.0491,0.09,0.0003,0.314,0.0492,0.12,0.0004,0.314,0.051,WT Day 6 CPC,Rep 1
EED,33.71,0.1832,0.5436,33.1054,35.12,0.1906,0.5426,33.1731,46.12,0.2328,0.5047,33.5343,WT Day 6 CPC,Rep 1
EEF1A2,26.66,0.1849,0.6937,38.1854,27.7,0.1905,0.6878,38.2284,36.07,0.2314,0.6416,38.6689,WT Day 6 CPC,Rep 1
EFEMP1,3.87,0.0158,0.4094,3.043,4.03,0.0165,0.4094,3.0504,5.22,0.0186,0.3556,3.0069,WT Day 6 CPC,Rep 1
EGFR,1.87,0.0061,0.3289,1.2884,1.95,0.0064,0.3289,1.2915,2.57,0.0074,0.2903,1.2996,WT Day 6 CPC,Rep 1
EGR2,0.26,0.001,0.3894,0.1472,0.27,0.001,0.3894,0.1476,0.37,0.0014,0.3894,0.1529,WT Day 6 CPC,Rep 1
EIF2S3,63.65,0.687,1.0794,176.9999,66.25,0.7137,1.0773,177.3658,84.73,0.8767,1.0347,180.336,WT Day 6 CPC,Rep 1
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
ELOVL4,19.51,0.0963,0.4937,17.8411,20.31,0.1,0.4924,17.8719,26.24,0.1182,0.4503,17.7227,WT Day 6 CPC,Rep 1
ELP4,15.94,0.0657,0.4124,11.4973,16.62,0.0685,0.4124,11.5251,21.69,0.0832,0.3836,11.5179,WT Day 6 CPC,Rep 1
EMC1,23.93,0.1104,0.4611,18.5773,24.95,0.115,0.4611,18.6222,31.77,0.1286,0.405,18.1049,WT Day 6 CPC,Rep 1
EPCAM,39.44,0.5455,1.3832,227.1734,41.01,0.5659,1.38,227.6604,49.88,0.63,1.263,224.2542,WT Day 6 CPC,Rep 1
EPHB4,21.68,0.1019,0.4702,19.0927,22.6,0.1063,0.4702,19.1388,29.17,0.1244,0.4266,19.0478,WT Day 6 CPC,Rep 1
ETS1,2.26,0.017,0.7519,4.3682,2.35,0.0177,0.7519,4.3788,3.08,0.0213,0.6906,4.4848,WT Day 6 CPC,Rep 1
EZH2,29.37,0.1698,0.5783,33.314,30.62,0.177,0.5783,33.3945,39.83,0.2127,0.534,33.6235,WT Day 6 CPC,Rep 1
F11,0.02,0.0,0.1952,0.0123,0.02,0.0,0.1952,0.0123,0.03,0.0001,0.1952,0.0127,WT Day 6 CPC,Rep 1
F12,1.61,0.0055,0.341,1.0184,1.68,0.0057,0.341,1.0209,2.29,0.0078,0.341,1.0575,WT Day 6 CPC,Rep 1
F2,5.05,0.0198,0.3931,4.1597,5.26,0.0207,0.3931,4.1697,6.99,0.0259,0.3702,4.179,WT Day 6 CPC,Rep 1
F5,0.09,0.0004,0.414,0.0614,0.09,0.0004,0.414,0.0615,0.12,0.0005,0.414,0.0637,WT Day 6 CPC,Rep 1
FAM111B,10.89,0.0671,0.6158,15.3379,11.35,0.0699,0.6158,15.375,14.66,0.0831,0.5665,15.544,WT Day 6 CPC,Rep 1
FAR1,31.47,0.1591,0.5056,28.8722,32.79,0.1653,0.5043,28.9296,42.76,0.1985,0.4642,29.024,WT Day 6 CPC,Rep 1
FBLN5,0.37,0.001,0.2755,0.2209,0.38,0.001,0.2755,0.2214,0.52,0.0014,0.2755,0.2293,WT Day 6 CPC,Rep 1
FBXO38,17.98,0.0783,0.4352,13.3133,18.75,0.0816,0.4352,13.3455,24.5,0.096,0.3921,13.3016,WT Day 6 CPC,Rep 1
FGA,2.99,0.0196,0.6575,4.8468,3.11,0.0205,0.6575,4.8585,4.0,0.0225,0.5619,4.7524,WT Day 6 CPC,Rep 1
FGB,2.0,0.0218,1.0923,7.0186,2.08,0.0228,1.0923,7.0356,2.47,0.0219,0.886,6.8037,WT Day 6 CPC,Rep 1
FGF12,2.92,0.0119,0.4075,2.0246,3.05,0.0124,0.4075,2.0295,4.09,0.0158,0.3855,2.0768,WT Day 6 CPC,Rep 1
FGF8,23.16,0.1806,0.7798,33.4245,24.12,0.1877,0.7781,33.4929,30.64,0.2249,0.734,33.2412,WT Day 6 CPC,Rep 1
FGF9,0.71,0.0036,0.5008,0.5399,0.74,0.0037,0.5008,0.5412,0.98,0.0047,0.4761,0.5224,WT Day 6 CPC,Rep 1
FGFR2,25.41,0.1421,0.559,27.731,26.49,0.1481,0.559,27.798,34.12,0.1729,0.5068,27.7117,WT Day 6 CPC,Rep 1
FGFR3,17.44,0.0823,0.472,14.6876,18.19,0.0858,0.472,14.7231,23.52,0.0988,0.4203,14.6139,WT Day 6 CPC,Rep 1
FGG,0.75,0.0054,0.7178,1.497,0.78,0.0056,0.7178,1.5006,1.01,0.0062,0.6173,1.5162,WT Day 6 CPC,Rep 1
FHOD3,28.42,0.2031,0.7146,36.443,29.54,0.2097,0.7097,36.4818,37.57,0.2465,0.6562,36.1844,WT Day 6 CPC,Rep 1
FLI1,0.73,0.006,0.8237,1.4602,0.76,0.0063,0.8237,1.4637,1.01,0.008,0.795,1.5034,WT Day 6 CPC,Rep 1
FLT4,0.71,0.0024,0.3426,0.4295,0.74,0.0025,0.3426,0.4305,1.01,0.0035,0.3426,0.4459,WT Day 6 CPC,Rep 1
FN1,72.22,1.6481,2.2819,1394.8331,75.14,1.714,2.2811,1398.1024,87.69,1.9185,2.1878,1382.6143,WT Day 6 CPC,Rep 1
FOXA2,16.91,0.1322,0.7822,38.4062,17.63,0.1379,0.7822,38.499,23.03,0.1729,0.7507,39.3951,WT Day 6 CPC,Rep 1
FOXE3,0.06,0.0002,0.3041,0.0368,0.07,0.0002,0.3041,0.0369,0.09,0.0003,0.3041,0.0382,WT Day 6 CPC,Rep 1
FOXJ1,4.34,0.0148,0.3417,3.2148,4.52,0.0155,0.3417,3.2226,6.11,0.0207,0.3391,3.2999,WT Day 6 CPC,Rep 1
FOXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
FTH1,85.03,2.2727,2.673,1510.8248,87.32,2.3363,2.6755,1513.6239,97.98,2.6796,2.7347,1548.8842,WT Day 6 CPC,Rep 1
FUS,72.89,1.0213,1.4012,283.0649,75.88,1.0621,1.3997,283.6869,91.78,1.2075,1.3156,283.3851,WT Day 6 CPC,Rep 1
FXYD2,1.93,0.0068,0.3534,1.4724,2.02,0.0071,0.3534,1.476,2.66,0.0092,0.3476,1.478,WT Day 6 CPC,Rep 1
GABBR2,2.32,0.01,0.4301,1.7792,2.42,0.0104,0.4301,1.7835,3.21,0.0133,0.4141,1.8092,WT Day 6 CPC,Rep 1
GABRA1,0.17,0.0005,0.2878,0.1227,0.18,0.0005,0.2878,0.123,0.24,0.0007,0.2878,0.1274,WT Day 6 CPC,Rep 1
GABRB2,3.78,0.017,0.4484,2.994,3.94,0.0177,0.4484,3.0012,5.01,0.0202,0.4031,2.9432,WT Day 6 CPC,Rep 1
GABRB3,19.21,0.1092,0.5687,22.3566,20.0,0.1133,0.5666,22.3983,26.18,0.1369,0.5229,22.6153,WT Day 6 CPC,Rep 1
GABRD,0.13,0.0005,0.3934,0.0736,0.13,0.0005,0.3934,0.0738,0.15,0.0004,0.289,0.0637,WT Day 6 CPC,Rep 1
GABRG2,0.95,0.004,0.4211,0.6749,0.99,0.0041,0.4211,0.6765,1.22,0.0045,0.3654,0.637,WT Day 6 CPC,Rep 1
GANAB,49.62,0.361,0.7274,78.1254,51.71,0.3758,0.7267,78.3017,65.15,0.4273,0.6558,76.7263,WT Day 6 CPC,Rep 1
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
GDAP1,17.77,0.0783,0.4407,13.5833,18.5,0.0812,0.439,13.6038,24.25,0.0972,0.4006,13.6583,WT Day 6 CPC,Rep 1
GDF2,0.04,0.0002,0.4367,0.0245,0.04,0.0002,0.4367,0.0246,0.06,0.0003,0.4367,0.0255,WT Day 6 CPC,Rep 1
GFAP,0.32,0.0013,0.3937,0.1841,0.34,0.0013,0.3937,0.1845,0.43,0.0014,0.3289,0.1784,WT Day 6 CPC,Rep 1
GFI1B,0.26,0.0009,0.3641,0.1718,0.27,0.001,0.3641,0.1722,0.37,0.0013,0.3641,0.1784,WT Day 6 CPC,Rep 1
GGCX,37.49,0.2035,0.5428,37.1792,39.08,0.2121,0.5428,37.269,50.37,0.2532,0.5028,37.1018,WT Day 6 CPC,Rep 1
GJB3,0.11,0.0003,0.2362,0.0614,0.11,0.0003,0.2362,0.0615,0.15,0.0004,0.2362,0.0637,WT Day 6 CPC,Rep 1
GJB6,0.02,0.0,0.1396,0.0123,0.02,0.0,0.1396,0.0123,0.03,0.0,0.1396,0.0127,WT Day 6 CPC,Rep 1
GLUD1,36.35,0.1897,0.5218,36.627,37.87,0.1973,0.5209,36.7032,50.0,0.2453,0.4906,37.3184,WT Day 6 CPC,Rep 1
GLUL,47.09,0.4079,0.8662,95.672,49.07,0.4247,0.8655,95.8907,63.47,0.5125,0.8075,97.3667,WT Day 6 CPC,Rep 1
GMNN,39.96,0.3027,0.7575,67.7815,41.59,0.314,0.7549,67.8959,54.46,0.3821,0.7016,69.1454,WT Day 6 CPC,Rep 1
GNAI1,23.63,0.1154,0.4883,20.3565,24.57,0.1183,0.4815,20.3688,32.44,0.1445,0.4456,20.6404,WT Day 6 CPC,Rep 1
GNAO1,5.59,0.0222,0.3972,3.8406,5.82,0.0231,0.3972,3.8499,7.73,0.0295,0.3821,3.8733,WT Day 6 CPC,Rep 1
GNAT1,0.09,0.0006,0.698,0.0491,0.09,0.0006,0.698,0.0492,0.09,0.0002,0.2713,0.0382,WT Day 6 CPC,Rep 1
GNB1,56.91,0.4749,0.8346,105.6478,59.24,0.4931,0.8323,105.8537,77.12,0.6096,0.7904,107.7633,WT Day 6 CPC,Rep 1
GNB4,34.89,0.2228,0.6386,45.5108,36.35,0.2316,0.6373,45.6083,47.62,0.2855,0.5995,46.1861,WT Day 6 CPC,Rep 1
GP1BA,3.35,0.0136,0.4062,1.9755,3.49,0.0142,0.4062,1.9803,4.46,0.016,0.3591,1.9239,WT Day 6 CPC,Rep 1
GREM1,1.25,0.0107,0.859,1.1166,1.3,0.0112,0.859,1.1193,1.65,0.0119,0.7208,1.083,WT Day 6 CPC,Rep 1
GRHL2,4.64,0.0184,0.3962,3.6811,4.84,0.0192,0.3962,3.69,6.23,0.0222,0.3555,3.6439,WT Day 6 CPC,Rep 1
GRIA1,0.02,0.0,0.1811,0.0123,0.02,0.0,0.1811,0.0123,0.03,0.0001,0.1811,0.0127,WT Day 6 CPC,Rep 1
GRIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
GRIA4,0.3,0.002,0.657,0.2945,0.31,0.0021,0.657,0.2952,0.4,0.0019,0.4874,0.293,WT Day 6 CPC,Rep 1
GRIN1,0.06,0.0002,0.279,0.0368,0.07,0.0002,0.279,0.0369,0.09,0.0003,0.279,0.0382,WT Day 6 CPC,Rep 1
GRIN2D,0.54,0.0023,0.4269,0.319,0.56,0.0024,0.4269,0.3198,0.73,0.0028,0.3791,0.3185,WT Day 6 CPC,Rep 1
GRN,49.65,0.3394,0.6837,65.1556,51.76,0.3539,0.6837,65.3129,65.76,0.414,0.6296,64.5076,WT Day 6 CPC,Rep 1
GSDME,5.67,0.022,0.3882,3.6566,5.91,0.023,0.3882,3.6654,7.67,0.0263,0.3434,3.6057,WT Day 6 CPC,Rep 1
GUCA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
GUCY2D,0.19,0.0006,0.3244,0.1104,0.2,0.0007,0.3244,0.1107,0.27,0.0009,0.3244,0.1147,WT Day 6 CPC,Rep 1
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
HAND1,26.49,0.3121,1.1785,107.9669,27.53,0.3232,1.174,108.1784,35.13,0.3957,1.1266,110.732,WT Day 6 CPC,Rep 1
HAND2,30.98,0.2703,0.8727,56.2719,32.23,0.2802,0.8693,56.3708,42.03,0.3438,0.8179,57.3727,WT Day 6 CPC,Rep 1
