Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
HBA1,0.21,0.0007,0.3299,0.1227,0.22,0.0007,0.3299,0.123,0.31,0.001,0.3299,0.1274,WT Day 6 CPC,Rep 1
HBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
HCN1,12.65,0.0649,0.5132,9.7795,13.15,0.0667,0.5073,9.7785,16.92,0.0781,0.4614,9.6067,WT Day 6 CPC,Rep 1
HCN4,10.74,0.0498,0.4641,7.7794,11.18,0.0513,0.4591,7.7859,14.45,0.0605,0.4187,7.6573,WT Day 6 CPC,Rep 1
HECW2,4.19,0.0166,0.3958,2.8835,4.37,0.0173,0.3958,2.8905,5.59,0.0191,0.3424,2.8158,WT Day 6 CPC,Rep 1
HEPACAM,0.09,0.0005,0.6061,0.0491,0.09,0.0005,0.6061,0.0492,0.12,0.0007,0.6061,0.051,WT Day 6 CPC,Rep 1
HMGA2,50.2,0.4198,0.8362,94.9726,52.34,0.4377,0.8362,95.2019,67.53,0.5358,0.7934,96.3856,WT Day 6 CPC,Rep 1
HNRNPA2B1,84.98,2.1176,2.4918,1183.1204,87.95,2.1908,2.4909,1185.5709,98.17,2.4378,2.4833,1201.7177,WT Day 6 CPC,Rep 1
HNRNPD,73.3,1.197,1.633,419.2536,76.28,1.2445,1.6314,420.1798,93.83,1.4905,1.5885,428.6452,WT Day 6 CPC,Rep 1
HNRNPDL,75.15,1.2876,1.7135,428.1864,78.03,1.3345,1.7103,429.0358,95.27,1.591,1.6701,436.6083,WT Day 6 CPC,Rep 1
HNRNPH1,66.83,0.746,1.1162,179.8712,69.5,0.7732,1.1126,180.2071,86.26,0.8993,1.0427,181.3425,WT Day 6 CPC,Rep 1
HNRNPR,70.35,1.0327,1.4678,332.0237,73.08,1.0698,1.4639,332.6654,90.78,1.2915,1.4227,338.6556,WT Day 6 CPC,Rep 1
HOMER2,4.83,0.0242,0.5014,4.2087,5.04,0.0253,0.5014,4.2189,6.63,0.0305,0.4598,4.2682,WT Day 6 CPC,Rep 1
HRAS,47.86,0.3201,0.6688,62.3212,49.88,0.3331,0.6679,62.4593,65.88,0.4184,0.635,63.654,WT Day 6 CPC,Rep 1
HRG,0.02,0.0,0.2316,0.0123,0.02,0.0001,0.2316,0.0123,0.03,0.0001,0.2316,0.0127,WT Day 6 CPC,Rep 1
HSPB1,64.88,0.8985,1.3849,265.4815,67.26,0.9275,1.379,265.9134,83.48,1.0945,1.3112,269.9307,WT Day 6 CPC,Rep 1
HSPB8,12.37,0.0602,0.4869,9.7549,12.9,0.0628,0.4869,9.7785,16.92,0.0751,0.4437,9.836,WT Day 6 CPC,Rep 1
HTT,35.7,0.1946,0.545,34.9705,37.22,0.2029,0.545,35.055,48.11,0.2383,0.4953,34.8594,WT Day 6 CPC,Rep 1
IDH2,47.6,0.3501,0.7353,74.0762,49.56,0.3632,0.7329,74.2181,64.81,0.4479,0.691,75.5923,WT Day 6 CPC,Rep 1
IFIH1,0.37,0.0016,0.4483,0.2209,0.36,0.0011,0.305,0.2091,0.43,0.0012,0.2738,0.1911,WT Day 6 CPC,Rep 1
IFT140,11.47,0.0463,0.4038,7.8039,11.96,0.0483,0.4038,7.8228,15.67,0.0577,0.368,7.8102,WT Day 6 CPC,Rep 1
IGF2,23.91,0.1766,0.7388,42.3573,24.9,0.1836,0.7373,42.4473,32.74,0.2263,0.691,43.434,WT Day 6 CPC,Rep 1
IKBKB,16.69,0.0759,0.4544,12.3685,17.38,0.0785,0.4518,12.3861,22.6,0.0908,0.4018,12.2951,WT Day 6 CPC,Rep 1
IKZF2,9.88,0.0417,0.422,6.7364,10.3,0.0435,0.422,6.7527,13.07,0.0468,0.3581,6.4597,WT Day 6 CPC,Rep 1
IKZF3,0.21,0.001,0.4574,0.1227,0.22,0.001,0.4574,0.123,0.31,0.0014,0.4574,0.1274,WT Day 6 CPC,Rep 1
IMPDH1,6.83,0.0254,0.3711,4.5523,7.12,0.0264,0.3711,4.5633,9.41,0.0316,0.3355,4.5995,WT Day 6 CPC,Rep 1
IMPG1,0.47,0.0015,0.3247,0.2699,0.49,0.0016,0.3247,0.2706,0.64,0.0019,0.297,0.2676,WT Day 6 CPC,Rep 1
INF2,17.51,0.0754,0.4304,13.3133,18.23,0.0781,0.4285,13.3332,23.76,0.0912,0.3839,13.3398,WT Day 6 CPC,Rep 1
INS,0.02,0.0002,0.8005,0.0123,0.02,0.0002,0.8005,0.0123,0.03,0.0002,0.8005,0.0127,WT Day 6 CPC,Rep 1
IRF2BPL,31.45,0.1627,0.5172,29.3752,32.77,0.1691,0.5161,29.4339,43.37,0.211,0.4864,29.8904,WT Day 6 CPC,Rep 1
IRF4,0.09,0.0003,0.3388,0.0614,0.09,0.0003,0.3388,0.0615,0.12,0.0004,0.3388,0.0637,WT Day 6 CPC,Rep 1
ISL1,40.52,0.3245,0.8008,74.4443,42.22,0.3377,0.7999,74.6117,55.19,0.4187,0.7586,76.1147,WT Day 6 CPC,Rep 1
ITGA2B,0.95,0.0032,0.3357,0.6012,0.99,0.0033,0.3357,0.6027,1.31,0.0044,0.3351,0.6116,WT Day 6 CPC,Rep 1
ITGB3,1.01,0.0049,0.4804,0.6258,1.05,0.0051,0.4804,0.6273,1.31,0.0054,0.4094,0.5988,WT Day 6 CPC,Rep 1
ITPR1,21.35,0.1199,0.5616,21.3872,22.26,0.125,0.5616,21.4389,28.44,0.1436,0.5049,21.1628,WT Day 6 CPC,Rep 1
JAK1,28.18,0.1504,0.5336,26.9089,29.38,0.1568,0.5336,26.9739,38.64,0.1899,0.4914,27.2912,WT Day 6 CPC,Rep 1
JPH2,20.02,0.1089,0.544,18.062,20.85,0.113,0.5419,18.0933,27.34,0.1378,0.5043,18.2196,WT Day 6 CPC,Rep 1
KBTBD13,0.02,0.0001,0.4506,0.0123,0.02,0.0001,0.4506,0.0123,0.03,0.0001,0.4506,0.0127,WT Day 6 CPC,Rep 1
KCNA1,1.37,0.0075,0.5486,1.0798,1.43,0.0079,0.5486,1.0824,1.86,0.0087,0.4668,1.083,WT Day 6 CPC,Rep 1
KCNA2,0.02,0.0001,0.3376,0.0123,0.02,0.0001,0.3376,0.0123,0.03,0.0001,0.3376,0.0127,WT Day 6 CPC,Rep 1
KCNB1,0.77,0.0033,0.43,0.4785,0.81,0.0035,0.43,0.4797,1.01,0.0034,0.3352,0.4587,WT Day 6 CPC,Rep 1
KCNC1,2.81,0.0103,0.3663,1.6933,2.93,0.0107,0.3663,1.6974,3.76,0.0124,0.3297,1.6563,WT Day 6 CPC,Rep 1
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
KCNC3,12.01,0.0541,0.4509,8.6874,12.52,0.0565,0.4509,8.7084,16.13,0.0651,0.4039,8.5747,WT Day 6 CPC,Rep 1
KCNH1,0.56,0.002,0.3609,0.3681,0.58,0.0021,0.3609,0.369,0.79,0.0029,0.3609,0.3822,WT Day 6 CPC,Rep 1
KCNH5,1.8,0.0076,0.4219,1.497,1.88,0.0079,0.4219,1.5006,2.44,0.0091,0.3731,1.5034,WT Day 6 CPC,Rep 1
KCNJ11,0.45,0.0021,0.4665,0.2699,0.45,0.0016,0.3547,0.2583,0.61,0.0022,0.3547,0.2676,WT Day 6 CPC,Rep 1
KCNJ2,0.11,0.0007,0.62,0.0736,0.11,0.0007,0.62,0.0738,0.15,0.0009,0.62,0.0764,WT Day 6 CPC,Rep 1
KCNJ5,11.58,0.0627,0.5417,10.6998,12.07,0.0654,0.5417,10.7256,15.58,0.0782,0.5019,10.6897,WT Day 6 CPC,Rep 1
KCNK3,1.53,0.0057,0.3711,0.9203,1.59,0.0059,0.3711,0.9225,2.17,0.008,0.3711,0.9556,WT Day 6 CPC,Rep 1
KCNK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
KCNMA1,5.89,0.0315,0.5355,6.4787,6.14,0.0329,0.5355,6.4944,8.06,0.0401,0.4967,6.5871,WT Day 6 CPC,Rep 1
KCNQ3,0.69,0.0028,0.4142,0.5031,0.72,0.003,0.4142,0.5043,0.95,0.0038,0.4061,0.5096,WT Day 6 CPC,Rep 1
KCNQ4,0.32,0.0009,0.2676,0.1841,0.34,0.0009,0.2676,0.1845,0.46,0.0012,0.2676,0.1911,WT Day 6 CPC,Rep 1
KCNT1,0.04,0.0001,0.2718,0.0245,0.04,0.0001,0.2718,0.0246,0.06,0.0002,0.2718,0.0255,WT Day 6 CPC,Rep 1
KDF1,5.24,0.0195,0.3727,3.8406,5.46,0.0204,0.3727,3.8499,7.3,0.0246,0.3376,3.9242,WT Day 6 CPC,Rep 1
KDM3B,42.92,0.253,0.5893,50.787,44.73,0.2633,0.5886,50.8973,58.46,0.3241,0.5543,51.5755,WT Day 6 CPC,Rep 1
KDM4B,36.63,0.2076,0.5669,40.1854,38.19,0.2165,0.5669,40.2825,49.73,0.2625,0.528,40.5036,WT Day 6 CPC,Rep 1
KDR,14.33,0.1446,1.009,55.0939,14.89,0.1496,1.0048,55.2023,18.94,0.1773,0.9361,54.6589,WT Day 6 CPC,Rep 1
KIDINS220,54.24,0.4447,0.8198,95.1444,56.55,0.4636,0.8198,95.3741,71.35,0.5415,0.759,93.761,WT Day 6 CPC,Rep 1
KIF1A,4.02,0.0183,0.4556,4.0738,4.19,0.0191,0.4556,4.0836,5.25,0.0198,0.3768,3.8733,WT Day 6 CPC,Rep 1
KIF21A,39.81,0.2922,0.7342,67.2661,41.46,0.3035,0.7322,67.4039,53.63,0.3636,0.6779,68.2408,WT Day 6 CPC,Rep 1
KIF5A,2.94,0.0115,0.3894,1.8406,3.07,0.0119,0.3894,1.845,3.97,0.0138,0.3482,1.822,WT Day 6 CPC,Rep 1
KLF13,24.21,0.1246,0.5147,23.6327,25.22,0.1296,0.5139,23.6775,33.57,0.1647,0.4907,24.106,WT Day 6 CPC,Rep 1
KLHL20,14.11,0.0566,0.401,9.7304,14.71,0.059,0.401,9.7539,19.49,0.0737,0.3783,9.8615,WT Day 6 CPC,Rep 1
KRAS,58.65,0.5436,0.9269,134.385,61.03,0.5639,0.924,134.6479,79.05,0.6934,0.8772,137.1695,WT Day 6 CPC,Rep 1
LITAF,26.57,0.1318,0.496,26.8475,27.68,0.1369,0.4946,26.9001,37.05,0.1753,0.4731,27.5333,WT Day 6 CPC,Rep 1
LMX1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
LOX,3.39,0.0141,0.4141,2.9572,3.54,0.0147,0.4141,2.9643,4.55,0.016,0.3514,2.9432,WT Day 6 CPC,Rep 1
LRP12,18.17,0.0802,0.4414,14.2582,18.92,0.0831,0.4391,14.2803,24.71,0.099,0.4007,14.2444,WT Day 6 CPC,Rep 1
LRRK2,0.88,0.0035,0.4018,0.5522,0.92,0.0037,0.4018,0.5535,1.19,0.0038,0.3196,0.5479,WT Day 6 CPC,Rep 1
LRSAM1,11.41,0.0471,0.4125,7.669,11.85,0.0481,0.4061,7.6629,15.64,0.0577,0.3691,7.721,WT Day 6 CPC,Rep 1
LZTR1,8.81,0.039,0.4431,5.7303,9.16,0.04,0.4371,5.7318,11.42,0.0417,0.365,5.4149,WT Day 6 CPC,Rep 1
MAB21L2,5.03,0.0319,0.6344,6.0984,5.24,0.0332,0.6344,6.1131,7.03,0.0422,0.6003,6.2813,WT Day 6 CPC,Rep 1
MACF1,65.24,0.7974,1.2222,221.5536,68.02,0.8313,1.2222,222.0885,82.96,0.9274,1.118,215.6795,WT Day 6 CPC,Rep 1
MAGEL2,3.52,0.0133,0.3762,2.2209,3.67,0.0138,0.3762,2.2263,4.89,0.0166,0.34,2.2552,WT Day 6 CPC,Rep 1
MAP1B,55.1,0.623,1.1305,178.0061,57.31,0.646,1.1271,178.3621,71.5,0.7604,1.0635,178.5523,WT Day 6 CPC,Rep 1
MAP2K1,35.25,0.1976,0.5605,37.7314,36.66,0.2038,0.556,37.7733,48.75,0.2584,0.5301,38.5288,WT Day 6 CPC,Rep 1
MAP2K2,64.58,0.7022,1.0873,172.5949,67.26,0.7303,1.0858,172.9747,86.59,0.898,1.0371,176.45,WT Day 6 CPC,Rep 1
MAPK8IP3,15.04,0.0672,0.4471,10.6139,15.68,0.0701,0.4471,10.6395,20.16,0.0802,0.3979,10.4604,WT Day 6 CPC,Rep 1
MATR3,2.49,0.0113,0.455,1.497,2.6,0.0118,0.455,1.5006,3.42,0.0141,0.4129,1.5034,WT Day 6 CPC,Rep 1
MDM4,39.05,0.2453,0.628,44.4432,40.72,0.2557,0.628,44.5505,51.34,0.285,0.5551,43.6506,WT Day 6 CPC,Rep 1
MECOM,19.4,0.1157,0.5962,23.2523,20.22,0.1206,0.5962,23.3085,26.21,0.1418,0.5412,23.4052,WT Day 6 CPC,Rep 1
MED12L,15.42,0.068,0.4407,11.7427,16.08,0.0709,0.4407,11.7711,20.65,0.0778,0.3768,11.607,WT Day 6 CPC,Rep 1
MED13,40.54,0.2363,0.5829,45.0568,42.24,0.2459,0.5822,45.1532,54.52,0.295,0.541,45.2305,WT Day 6 CPC,Rep 1
MEFV,0.04,0.0001,0.2886,0.0245,0.04,0.0001,0.2886,0.0246,0.06,0.0002,0.2886,0.0255,WT Day 6 CPC,Rep 1
MESP1,6.9,0.0277,0.4011,4.4296,7.19,0.0288,0.4011,4.4403,9.71,0.0377,0.3883,4.5613,WT Day 6 CPC,Rep 1
MET,2.32,0.0094,0.4033,1.9264,2.42,0.0098,0.4033,1.9311,3.18,0.0119,0.3758,1.9366,WT Day 6 CPC,Rep 1
MFAP5,0.15,0.0005,0.3183,0.135,0.16,0.0005,0.3183,0.1353,0.21,0.0007,0.3183,0.1402,WT Day 6 CPC,Rep 1
MFN2,19.57,0.0886,0.4528,14.7858,20.4,0.0924,0.4528,14.8215,26.51,0.1061,0.4001,14.7796,WT Day 6 CPC,Rep 1
MIR96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
MORC2,25.46,0.1279,0.5026,20.6878,26.52,0.1329,0.5011,20.7255,34.58,0.1576,0.4557,20.6659,WT Day 6 CPC,Rep 1
MPL,0.09,0.0006,0.6451,0.0491,0.09,0.0006,0.6451,0.0492,0.12,0.0008,0.6451,0.051,WT Day 6 CPC,Rep 1
MPZ,0.84,0.0037,0.4454,0.5031,0.87,0.0039,0.4454,0.5043,1.13,0.0045,0.4003,0.4969,WT Day 6 CPC,Rep 1
MRAS,27.56,0.1781,0.6461,34.9092,28.67,0.184,0.6418,34.9566,37.45,0.2249,0.6005,35.4327,WT Day 6 CPC,Rep 1
MSX2,14.48,0.0831,0.5739,19.1295,15.1,0.0866,0.5739,19.1757,20.04,0.1089,0.5437,19.6084,WT Day 6 CPC,Rep 1
MTAP,38.9,0.2409,0.6193,49.8054,40.52,0.25,0.6171,49.901,52.72,0.3022,0.5732,50.3269,WT Day 6 CPC,Rep 1
MTOR,36.18,0.1932,0.5339,36.9706,37.72,0.2014,0.5339,37.0599,49.21,0.243,0.4939,37.2801,WT Day 6 CPC,Rep 1
MUC1,0.97,0.0032,0.3298,0.5522,1.01,0.0033,0.3298,0.5535,1.34,0.0043,0.3215,0.5606,WT Day 6 CPC,Rep 1
MYH10,66.32,0.8513,1.2836,262.5366,69.03,0.8846,1.2816,263.109,86.04,1.0562,1.2275,265.3311,WT Day 6 CPC,Rep 1
MYH11,3.52,0.021,0.5955,5.902,3.67,0.0219,0.5955,5.9163,4.76,0.0277,0.5805,5.9755,WT Day 6 CPC,Rep 1
MYH14,1.46,0.0053,0.3623,0.8957,1.52,0.0055,0.3623,0.8979,2.02,0.0069,0.3433,0.9046,WT Day 6 CPC,Rep 1
MYH2,0.06,0.0002,0.3699,0.0736,0.07,0.0002,0.3699,0.0738,0.09,0.0003,0.3699,0.0764,WT Day 6 CPC,Rep 1
MYH6,59.14,1.4471,2.4468,1211.428,60.96,1.4916,2.4467,1213.8855,66.65,1.5505,2.3264,1192.0089,WT Day 6 CPC,Rep 1
MYH7,10.78,0.1132,1.0498,34.2957,11.22,0.1174,1.0459,34.3662,13.59,0.1278,0.9403,33.5343,WT Day 6 CPC,Rep 1
MYH9,58.37,0.5714,0.9789,145.8946,60.78,0.594,0.9772,146.2099,77.09,0.7071,0.9172,147.6554,WT Day 6 CPC,Rep 1
MYL2,0.02,0.0001,0.262,0.0123,0.02,0.0001,0.262,0.0123,0.03,0.0001,0.262,0.0127,WT Day 6 CPC,Rep 1
MYL3,33.68,0.564,1.6743,249.8613,34.83,0.5806,1.6672,250.3047,40.56,0.6514,1.606,252.6921,WT Day 6 CPC,Rep 1
MYLK,9.22,0.0658,0.7141,16.0742,9.61,0.0686,0.7141,16.113,11.88,0.0766,0.6451,16.0791,WT Day 6 CPC,Rep 1
MYLK3,46.42,0.4866,1.0482,114.5683,48.4,0.5073,1.0482,114.845,60.84,0.6069,0.9974,115.0257,WT Day 6 CPC,Rep 1
MYO6,53.81,0.461,0.8567,102.7029,56.08,0.48,0.8559,102.9386,71.04,0.5659,0.7965,103.546,WT Day 6 CPC,Rep 1
MYO7A,0.64,0.0021,0.3319,0.4295,0.67,0.0022,0.3319,0.4305,0.92,0.003,0.3319,0.4459,WT Day 6 CPC,Rep 1
MYOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
NACC1,25.39,0.1183,0.466,21.9394,26.47,0.1234,0.466,21.9924,34.79,0.1498,0.4307,22.2203,WT Day 6 CPC,Rep 1
NAF1,25.89,0.12,0.4634,21.4977,26.97,0.1245,0.4616,21.5373,35.8,0.1548,0.4323,21.7871,WT Day 6 CPC,Rep 1
NARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
NEB,1.29,0.0064,0.4928,0.8344,1.34,0.0066,0.4928,0.8364,1.62,0.0072,0.4455,0.7772,WT Day 6 CPC,Rep 1
NEDD4L,30.57,0.1639,0.5361,32.6637,31.83,0.1697,0.5332,32.718,41.84,0.2098,0.5013,33.1521,WT Day 6 CPC,Rep 1
NEFH,1.33,0.0071,0.5295,1.0798,1.39,0.0074,0.5295,1.0824,1.83,0.0094,0.5119,1.083,WT Day 6 CPC,Rep 1
NEFL,1.85,0.011,0.5937,1.5583,1.93,0.0114,0.5937,1.5621,2.38,0.0111,0.4655,1.5162,WT Day 6 CPC,Rep 1
NEK1,21.68,0.0974,0.4493,17.7552,22.6,0.1015,0.4493,17.7981,29.93,0.1256,0.4197,18.0412,WT Day 6 CPC,Rep 1
NEK8,7.71,0.0304,0.3946,5.2149,8.04,0.0317,0.3946,5.2275,10.48,0.0382,0.3651,5.1983,WT Day 6 CPC,Rep 1
NEXN,63.2,1.0223,1.6175,358.7608,65.64,1.0593,1.6136,359.4548,79.08,1.1945,1.5105,352.7981,WT Day 6 CPC,Rep 1
NFKB1,15.83,0.0618,0.3903,11.9759,16.51,0.0644,0.3903,12.0048,22.24,0.0844,0.3796,12.3205,WT Day 6 CPC,Rep 1
NFKB2,7.09,0.028,0.3956,4.5032,7.39,0.0292,0.3956,4.5141,9.8,0.0371,0.3781,4.5613,WT Day 6 CPC,Rep 1
NFKBIA,37.92,0.2279,0.6011,42.5659,39.48,0.2363,0.5984,42.6317,51.41,0.2819,0.5483,43.0646,WT Day 6 CPC,Rep 1
NKX2-1,1.33,0.0059,0.4443,0.9448,1.39,0.0062,0.4443,0.9471,1.8,0.0063,0.3515,0.9428,WT Day 6 CPC,Rep 1
NOD2,0.02,0.0001,0.2797,0.0123,0.02,0.0001,0.2797,0.0123,0.03,0.0001,0.2797,0.0127,WT Day 6 CPC,Rep 1
NOTCH2,27.65,0.1438,0.52,26.2954,28.8,0.1494,0.5187,26.3343,36.53,0.1689,0.4623,25.7241,WT Day 6 CPC,Rep 1
NOVA2,0.69,0.0024,0.3501,0.4417,0.72,0.0025,0.3501,0.4428,0.95,0.0033,0.3498,0.4459,WT Day 6 CPC,Rep 1
NPRL2,13.13,0.0538,0.4098,8.7733,13.68,0.0561,0.4098,8.7945,17.93,0.0654,0.3647,8.7785,WT Day 6 CPC,Rep 1
NR2F2,21.31,0.1521,0.7136,36.0626,22.19,0.158,0.712,36.1374,28.77,0.1885,0.6551,36.6431,WT Day 6 CPC,Rep 1
NRAS,38.58,0.2179,0.5648,40.9462,40.18,0.226,0.5625,41.0204,53.08,0.2781,0.5239,41.7777,WT Day 6 CPC,Rep 1
NRL,3.67,0.0139,0.3776,2.2209,3.83,0.0145,0.3776,2.2263,5.16,0.018,0.3495,2.2806,WT Day 6 CPC,Rep 1
OPA1,44.25,0.2743,0.6197,56.4437,46.11,0.2854,0.6189,56.5676,60.02,0.3491,0.5816,57.1179,WT Day 6 CPC,Rep 1
OPA3,24.53,0.1132,0.4613,20.6019,25.55,0.1174,0.4595,20.6394,33.38,0.1412,0.423,20.6786,WT Day 6 CPC,Rep 1
OPTN,27.86,0.1518,0.5448,28.3568,29.03,0.1577,0.5431,28.413,38.52,0.1966,0.5104,28.9603,WT Day 6 CPC,Rep 1
ORAI1,34.16,0.1859,0.5441,35.9399,35.59,0.1933,0.5431,36.0144,46.98,0.2425,0.5162,36.5284,WT Day 6 CPC,Rep 1
OSBPL2,23.42,0.106,0.4526,18.3565,24.41,0.1105,0.4526,18.4008,32.22,0.1377,0.4273,18.6146,WT Day 6 CPC,Rep 1
P2RX2,0.17,0.0008,0.4699,0.0982,0.18,0.0008,0.4699,0.0984,0.24,0.0011,0.4699,0.1019,WT Day 6 CPC,Rep 1
P2RY12,0.02,0.0001,0.2393,0.0123,0.02,0.0001,0.2393,0.0123,0.03,0.0001,0.2393,0.0127,WT Day 6 CPC,Rep 1
PACS1,24.81,0.1174,0.4731,20.9332,25.87,0.1224,0.4731,20.9838,34.36,0.154,0.4481,21.2775,WT Day 6 CPC,Rep 1
PACS2,16.54,0.0701,0.4241,11.9145,17.25,0.0731,0.4241,11.9433,22.6,0.0865,0.3827,11.9765,WT Day 6 CPC,Rep 1
PARN,27.78,0.1292,0.4651,22.8229,28.94,0.1342,0.4637,22.8657,38.36,0.1676,0.437,23.1631,WT Day 6 CPC,Rep 1
PCGF2,38.26,0.2091,0.5465,41.5106,39.84,0.2169,0.5444,41.5863,52.78,0.2704,0.5124,42.3511,WT Day 6 CPC,Rep 1
PCSK9,1.29,0.0051,0.3987,0.8098,1.34,0.0054,0.3987,0.8118,1.62,0.0042,0.2597,0.7517,WT Day 6 CPC,Rep 1
PDGFRA,50.87,0.6783,1.3335,199.4301,52.95,0.7052,1.3319,199.8625,66.0,0.8266,1.2523,196.8738,WT Day 6 CPC,Rep 1
PDX1,0.06,0.0002,0.2811,0.0368,0.07,0.0002,0.2811,0.0369,0.09,0.0003,0.2811,0.0382,WT Day 6 CPC,Rep 1
PFN1,81.35,1.975,2.4276,1103.5961,83.78,2.0337,2.4273,1105.6211,96.95,2.3826,2.4576,1131.6549,WT Day 6 CPC,Rep 1
PIEZO1,24.38,0.1225,0.5024,20.467,25.42,0.1277,0.5024,20.5164,32.32,0.1437,0.4447,20.0543,WT Day 6 CPC,Rep 1
PIK3CA,29.37,0.1541,0.5246,27.6328,30.59,0.1601,0.5232,27.6873,39.92,0.1939,0.4857,27.7754,WT Day 6 CPC,Rep 1
PIK3CD,2.94,0.0102,0.3478,1.8528,3.07,0.0107,0.3478,1.8573,4.09,0.0132,0.3237,1.8857,WT Day 6 CPC,Rep 1
PIK3R1,38.41,0.249,0.6482,52.0141,40.02,0.2592,0.6477,52.1273,52.23,0.3174,0.6078,52.735,WT Day 6 CPC,Rep 1
PIK3R2,24.36,0.1057,0.4339,19.9148,25.38,0.1097,0.4324,19.9506,33.81,0.1378,0.4076,20.2964,WT Day 6 CPC,Rep 1
PLAU,1.57,0.0072,0.4584,2.4663,1.63,0.0075,0.4584,2.4723,2.14,0.0093,0.4345,2.5227,WT Day 6 CPC,Rep 1
PLCB4,9.92,0.0437,0.44,7.0309,10.35,0.0455,0.44,7.0479,13.41,0.0537,0.4007,6.9821,WT Day 6 CPC,Rep 1
PLIN1,0.06,0.0007,1.07,0.0368,0.07,0.0007,1.07,0.0369,0.06,0.0002,0.2605,0.0255,WT Day 6 CPC,Rep 1
PLN,27.18,0.3118,1.1473,79.5487,28.2,0.3217,1.1411,79.6547,35.49,0.3841,1.0822,80.969,WT Day 6 CPC,Rep 1
PMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 1
POFUT1,9.41,0.037,0.3932,6.2947,9.81,0.0386,0.3932,6.3099,12.83,0.0459,0.3577,6.2813,WT Day 6 CPC,Rep 1
POLD1,16.63,0.0718,0.432,12.6262,17.31,0.0744,0.4297,12.6444,22.94,0.0904,0.3942,12.8174,WT Day 6 CPC,Rep 1
POLE,15.17,0.0662,0.4364,12.798,15.81,0.069,0.4364,12.8289,20.46,0.0807,0.3944,12.8047,WT Day 6 CPC,Rep 1
POLR1B,14.95,0.0626,0.4184,11.0679,15.59,0.0652,0.4184,11.0946,20.31,0.077,0.3793,11.0847,WT Day 6 CPC,Rep 1
POLR3B,13.17,0.0527,0.4,8.9328,13.73,0.0549,0.4,8.9544,18.14,0.0675,0.3723,9.0334,WT Day 6 CPC,Rep 1
POU3F3,0.02,0.0001,0.3833,0.0123,0.02,0.0001,0.3833,0.0123,0.03,0.0001,0.3833,0.0127,WT Day 6 CPC,Rep 1
PPARG,2.45,0.0094,0.3836,1.6565,2.55,0.0098,0.3836,1.6605,3.36,0.011,0.3288,1.6691,WT Day 6 CPC,Rep 1
PPM1D,18.93,0.0845,0.4465,15.3134,19.71,0.0877,0.4448,15.3381,26.24,0.1107,0.422,15.6077,WT Day 6 CPC,Rep 1
PPOX,13.49,0.0579,0.4294,8.9328,14.04,0.0599,0.4264,8.9421,18.51,0.0715,0.386,8.9824,WT Day 6 CPC,Rep 1
PPP1CB,66.83,0.8325,1.2457,223.0383,69.43,0.8619,1.2414,223.4292,88.33,1.0549,1.1942,227.1591,WT Day 6 CPC,Rep 1
PPP1R12A,64.7,0.7295,1.1275,192.3379,67.46,0.7606,1.1275,192.8023,85.16,0.9166,1.0764,193.5739,WT Day 6 CPC,Rep 1
PPP2CA,55.92,0.4442,0.7944,96.0156,58.19,0.4606,0.7917,96.1859,76.3,0.5744,0.7529,98.1311,WT Day 6 CPC,Rep 1
PPP2R1A,52.63,0.3844,0.7304,81.7942,54.8,0.3992,0.7285,81.9548,72.08,0.5002,0.694,83.5937,WT Day 6 CPC,Rep 1
PPP2R5D,21.95,0.097,0.4418,17.4239,22.87,0.1007,0.4403,17.4537,30.27,0.1245,0.4114,17.6845,WT Day 6 CPC,Rep 1
PRDM16,1.22,0.0045,0.3643,0.7608,1.28,0.0047,0.3643,0.7626,1.65,0.0056,0.3396,0.7517,WT Day 6 CPC,Rep 1
PRKAG2,39.25,0.3166,0.8065,68.6649,40.92,0.33,0.8065,68.8307,52.6,0.4016,0.7635,69.26,WT Day 6 CPC,Rep 1
