Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
CEACAM16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
CEBPA,0.04,0.0003,0.8162,1.4861,1.63,0.0077,0.4707,1.522,2.44,0.0115,0.4715,1.5507,Day 7 Neuron,Rep 2
CEL,0.01,0.0001,0.7814,0.4155,0.45,0.0022,0.4762,0.4206,0.67,0.003,0.4456,0.4245,Day 7 Neuron,Rep 2
CEP85L,0.53,0.0048,0.9154,25.4635,21.22,0.128,0.6032,26.8711,31.44,0.1811,0.5761,27.2048,Day 7 Neuron,Rep 2
CFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
CFH,0.01,0.0001,0.9086,0.264,0.26,0.0014,0.5358,0.2657,0.39,0.0021,0.5358,0.2717,Day 7 Neuron,Rep 2
CFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
CHAMP1,0.7,0.0075,1.0831,33.5831,26.78,0.1696,0.6336,34.1935,39.16,0.226,0.5771,34.2848,Day 7 Neuron,Rep 2
CHCHD10,2.0,0.0447,2.2326,206.0889,57.15,0.7238,1.2665,203.0523,78.95,0.8956,1.1343,202.9015,Day 7 Neuron,Rep 2
CHD3,1.1,0.0145,1.3177,72.5092,41.03,0.3327,0.8109,74.8018,59.67,0.447,0.7491,75.1684,Day 7 Neuron,Rep 2
CHD4,1.87,0.0374,1.9967,226.5222,62.06,0.8024,1.293,236.5152,88.54,1.0784,1.218,238.5502,Day 7 Neuron,Rep 2
CHMP2B,0.66,0.0082,1.2328,31.3638,24.07,0.1536,0.6383,30.369,35.03,0.2008,0.5733,30.3345,Day 7 Neuron,Rep 2
CHN1,1.46,0.0247,1.6852,150.6156,51.34,0.5508,1.0729,157.6787,73.81,0.7371,0.9986,159.058,Day 7 Neuron,Rep 2
CHRNA4,0.44,0.0043,0.9678,19.5437,17.32,0.1014,0.5856,20.0744,25.51,0.1393,0.5459,20.1985,Day 7 Neuron,Rep 2
CHRNB1,0.5,0.0052,1.0435,22.2372,19.17,0.1118,0.583,22.3326,28.15,0.1505,0.5346,22.4339,Day 7 Neuron,Rep 2
CHRNB2,0.34,0.0031,0.9006,14.6847,13.71,0.0773,0.564,15.1983,20.14,0.1044,0.5185,15.2352,Day 7 Neuron,Rep 2
CITED2,1.43,0.0247,1.7296,158.1779,50.03,0.5534,1.1062,166.4844,71.82,0.7405,1.031,168.0791,Day 7 Neuron,Rep 2
CLCN6,0.32,0.0028,0.8923,13.179,12.64,0.0685,0.542,13.6708,18.69,0.0952,0.5094,13.7863,Day 7 Neuron,Rep 2
CLCN7,0.29,0.0029,0.9884,11.5659,11.3,0.0667,0.5903,11.6617,16.43,0.0859,0.5231,11.5792,Day 7 Neuron,Rep 2
CNNM2,0.23,0.0022,0.9593,9.0093,8.95,0.0492,0.5496,9.1489,13.13,0.0658,0.5016,9.1513,Day 7 Neuron,Rep 2
CNOT3,0.56,0.0059,1.0526,25.2778,21.67,0.1324,0.6109,25.659,31.6,0.1737,0.5495,25.6315,Day 7 Neuron,Rep 2
COCH,0.31,0.0032,1.0351,12.7831,11.72,0.0687,0.5858,12.7852,17.1,0.0898,0.5254,12.7507,Day 7 Neuron,Rep 2
COL10A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
COL11A1,0.01,0.0001,1.0055,0.2493,0.25,0.0012,0.4843,0.2435,0.38,0.0018,0.4843,0.249,Day 7 Neuron,Rep 2
COL11A2,0.02,0.0002,1.3711,0.611,0.6,0.0036,0.5919,0.559,0.88,0.0046,0.5262,0.5546,Day 7 Neuron,Rep 2
COL1A2,0.02,0.0003,1.1962,1.0657,0.82,0.0046,0.5567,1.0461,1.2,0.0061,0.5076,1.0527,Day 7 Neuron,Rep 2
COL4A3,0.0,0.0,5.173,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
COL4A4,0.0,0.0,1.1504,0.0489,0.05,0.0002,0.5028,0.0443,0.07,0.0004,0.5028,0.0453,Day 7 Neuron,Rep 2
COL5A2,0.03,0.0003,1.0014,1.2905,1.29,0.0073,0.5623,1.2951,1.87,0.0093,0.4938,1.2847,Day 7 Neuron,Rep 2
COL6A1,1.56,0.0259,1.6582,142.1587,55.85,0.5873,1.0516,148.3527,79.82,0.7727,0.9681,148.8031,Day 7 Neuron,Rep 2
COL6A2,0.12,0.0014,1.2173,6.0665,4.37,0.0292,0.6676,6.1435,6.27,0.0367,0.5844,6.0726,Day 7 Neuron,Rep 2
COL6A3,0.02,0.0002,1.0841,0.787,0.81,0.0046,0.5695,0.7472,1.19,0.0062,0.5205,0.747,Day 7 Neuron,Rep 2
COMP,0.0,0.0,0.9584,0.1222,0.13,0.0008,0.5793,0.1218,0.19,0.0009,0.4887,0.1188,Day 7 Neuron,Rep 2
CPOX,0.2,0.0021,1.0729,7.6014,7.5,0.0391,0.522,7.3446,11.11,0.0547,0.4922,7.4138,Day 7 Neuron,Rep 2
CRX,0.01,0.0,0.8568,0.1858,0.22,0.0013,0.5813,0.1992,0.31,0.0014,0.4689,0.1924,Day 7 Neuron,Rep 2
CSDE1,2.6,0.0683,2.6258,393.3379,68.05,1.1543,1.6964,399.3633,92.36,1.4604,1.5812,401.4679,Day 7 Neuron,Rep 2
CSNK2A1,1.43,0.0212,1.4847,104.0979,50.95,0.4503,0.8839,106.0619,73.92,0.606,0.8198,106.748,Day 7 Neuron,Rep 2
CSNK2B,2.21,0.0507,2.2903,272.1699,64.83,0.9162,1.4131,276.2324,89.82,1.1654,1.2974,277.1531,Day 7 Neuron,Rep 2
CSRP3,0.0,0.0001,1.3403,0.1955,0.15,0.001,0.6546,0.1826,0.21,0.001,0.464,0.1754,Day 7 Neuron,Rep 2
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
CTNND1,0.58,0.0058,1.0063,27.282,22.89,0.141,0.616,28.3378,33.53,0.1897,0.5657,28.4386,Day 7 Neuron,Rep 2
CTR9,0.74,0.0083,1.1161,39.8451,28.71,0.1971,0.6865,41.1285,42.24,0.2729,0.6461,41.4835,Day 7 Neuron,Rep 2
CUX2,0.13,0.001,0.7615,5.2208,5.5,0.029,0.5275,5.5679,8.09,0.0391,0.4834,5.5858,Day 7 Neuron,Rep 2
CXCR4,0.31,0.0045,1.4513,17.8963,10.6,0.0835,0.7883,17.3403,15.22,0.1064,0.6991,17.2839,Day 7 Neuron,Rep 2
CYFIP2,0.93,0.0104,1.1271,54.5738,36.12,0.2617,0.7246,57.0962,52.9,0.3568,0.6745,57.5223,Day 7 Neuron,Rep 2
DCC,0.47,0.0051,1.0961,25.4929,18.19,0.1273,0.7002,26.5501,26.56,0.1716,0.6459,26.6615,Day 7 Neuron,Rep 2
DCTN1,1.68,0.0314,1.8711,180.7867,57.26,0.6789,1.1857,188.3742,81.76,0.9041,1.1058,189.7207,Day 7 Neuron,Rep 2
DDR2,0.07,0.0005,0.7554,3.1041,3.02,0.0167,0.5519,3.3264,4.46,0.0234,0.5251,3.356,Day 7 Neuron,Rep 2
DES,0.0,0.0,1.1847,0.2151,0.15,0.001,0.6623,0.2159,0.22,0.0012,0.5665,0.2151,Day 7 Neuron,Rep 2
DHX30,1.3,0.0189,1.4595,81.7825,45.95,0.3796,0.8261,81.687,66.3,0.4979,0.751,81.7616,Day 7 Neuron,Rep 2
DIAPH1,0.25,0.0023,0.9148,10.1189,10.12,0.0541,0.5352,10.3831,15.01,0.0765,0.5099,10.5039,Day 7 Neuron,Rep 2
DNAJB11,1.51,0.0248,1.6367,110.6581,51.02,0.4798,0.9404,110.0524,72.72,0.6146,0.8451,109.9512,Day 7 Neuron,Rep 2
DNAJB6,2.99,0.084,2.8112,444.4556,70.49,1.2736,1.8067,441.3221,93.41,1.5596,1.6696,442.2949,Day 7 Neuron,Rep 2
DNAJC5,0.81,0.0096,1.1816,42.0889,30.48,0.2071,0.6794,42.479,44.31,0.2717,0.6133,42.4909,Day 7 Neuron,Rep 2
DNM1,1.01,0.0124,1.2358,59.2959,37.95,0.2836,0.7474,60.8709,55.48,0.385,0.694,61.2236,Day 7 Neuron,Rep 2
DNM1L,0.96,0.0111,1.1542,53.8454,36.98,0.2631,0.7114,55.6572,54.06,0.3559,0.6583,55.9717,Day 7 Neuron,Rep 2
DNM2,0.57,0.006,1.0429,27.4873,22.52,0.1443,0.6407,28.3488,32.94,0.193,0.5857,28.4273,Day 7 Neuron,Rep 2
DPF2,0.9,0.0108,1.2002,47.1386,33.76,0.2375,0.7035,47.7702,49.07,0.3128,0.6376,47.7712,Day 7 Neuron,Rep 2
DSC2,0.1,0.0011,1.1306,3.7347,3.71,0.0195,0.5258,3.5478,5.45,0.0264,0.4849,3.5541,Day 7 Neuron,Rep 2
DSPP,0.0,0.0,0.5684,0.0049,0.01,0.0,0.5684,0.0055,0.01,0.0001,0.5684,0.0057,Day 7 Neuron,Rep 2
EED,0.34,0.0039,1.1364,14.0003,12.62,0.0734,0.5817,13.5324,18.47,0.0977,0.529,13.5317,Day 7 Neuron,Rep 2
EEF1A2,0.63,0.0066,1.0447,32.8303,24.87,0.1631,0.6556,34.1658,36.38,0.2187,0.6011,34.3244,Day 7 Neuron,Rep 2
EFEMP1,0.05,0.0007,1.3925,1.794,1.68,0.0096,0.5733,1.6051,2.41,0.0114,0.4748,1.5733,Day 7 Neuron,Rep 2
EGFR,0.04,0.0004,0.9066,1.5349,1.6,0.0076,0.4725,1.5553,2.4,0.0111,0.4641,1.5846,Day 7 Neuron,Rep 2
EGR2,0.0,0.0,1.4965,0.0587,0.05,0.0003,0.6175,0.0498,0.07,0.0004,0.6175,0.0509,Day 7 Neuron,Rep 2
EIF2S3,1.19,0.0168,1.4128,71.3751,42.63,0.331,0.7765,71.4145,61.62,0.4325,0.7018,71.5068,Day 7 Neuron,Rep 2
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
ELOVL4,1.12,0.0155,1.3805,64.5314,39.75,0.3064,0.7709,63.6659,57.55,0.4018,0.6981,63.6854,Day 7 Neuron,Rep 2
ELP4,0.18,0.0017,0.9258,7.1224,7.19,0.038,0.5277,7.173,10.56,0.0505,0.4782,7.1818,Day 7 Neuron,Rep 2
EMC1,0.48,0.0049,1.0313,21.9097,18.54,0.1139,0.6145,22.3658,27.23,0.1555,0.5709,22.4622,Day 7 Neuron,Rep 2
EPCAM,0.15,0.0041,2.8057,5.6656,2.92,0.018,0.6173,3.0607,4.18,0.0213,0.5084,2.9995,Day 7 Neuron,Rep 2
EPHB4,0.02,0.0003,1.3311,0.9435,0.84,0.0041,0.4904,0.869,1.24,0.0058,0.4657,0.8772,Day 7 Neuron,Rep 2
ETS1,0.01,0.0001,1.8639,0.264,0.22,0.001,0.4646,0.2048,0.33,0.0016,0.4646,0.2094,Day 7 Neuron,Rep 2
EZH2,0.7,0.0089,1.2715,40.4659,26.25,0.1905,0.7257,41.2005,38.31,0.257,0.6708,41.4156,Day 7 Neuron,Rep 2
F11,0.0,0.0,0.7407,0.0587,0.07,0.0003,0.4301,0.0609,0.1,0.0004,0.4301,0.0623,Day 7 Neuron,Rep 2
F12,0.23,0.0027,1.2131,9.2732,8.15,0.0461,0.5651,8.7615,11.97,0.0616,0.5146,8.7891,Day 7 Neuron,Rep 2
F2,0.0,0.0,1.2513,0.0244,0.03,0.0004,1.2513,0.0277,0.03,0.0001,0.2863,0.017,Day 7 Neuron,Rep 2
F5,0.0,0.0,0.7609,0.0098,0.01,0.0001,0.7609,0.0111,0.02,0.0001,0.7609,0.0113,Day 7 Neuron,Rep 2
FAM111B,0.01,0.0002,1.5693,0.4155,0.32,0.0015,0.4634,0.3542,0.48,0.0022,0.4634,0.3622,Day 7 Neuron,Rep 2
FAR1,0.3,0.0031,1.0405,11.9521,11.27,0.0629,0.5576,11.7834,16.49,0.0835,0.506,11.7773,Day 7 Neuron,Rep 2
FBLN5,0.01,0.0001,1.4355,0.2395,0.2,0.0013,0.6663,0.2214,0.27,0.0012,0.4484,0.2094,Day 7 Neuron,Rep 2
FBXO38,0.26,0.0025,0.9661,10.3829,10.3,0.0559,0.5433,10.4717,15.07,0.0743,0.493,10.4586,Day 7 Neuron,Rep 2
FGA,0.0,0.0,0.4768,0.0098,0.01,0.0001,0.4768,0.0111,0.02,0.0001,0.4768,0.0113,Day 7 Neuron,Rep 2
FGB,0.0,0.0,0.4737,0.0635,0.08,0.0004,0.4737,0.072,0.12,0.0006,0.4737,0.0736,Day 7 Neuron,Rep 2
FGF12,0.55,0.0058,1.0647,27.0865,21.05,0.1329,0.6313,27.6127,30.85,0.1791,0.5806,27.7595,Day 7 Neuron,Rep 2
FGF8,0.01,0.0002,1.2686,0.5231,0.53,0.0031,0.5936,0.4871,0.75,0.0035,0.4681,0.4697,Day 7 Neuron,Rep 2
FGF9,0.57,0.0055,0.9576,29.2031,23.02,0.1443,0.6267,30.8561,33.98,0.2006,0.5903,31.1721,Day 7 Neuron,Rep 2
FGFR2,0.05,0.0004,0.7833,2.0678,2.16,0.0104,0.483,2.1585,3.2,0.0147,0.4596,2.1845,Day 7 Neuron,Rep 2
FGFR3,0.0,0.0001,1.5993,0.1467,0.14,0.001,0.7236,0.1273,0.2,0.0012,0.6183,0.1245,Day 7 Neuron,Rep 2
FGG,0.0,0.0,0.6945,0.0098,0.01,0.0,0.6945,0.0111,0.01,0.0001,0.6945,0.0113,Day 7 Neuron,Rep 2
FHOD3,0.22,0.002,0.9321,8.7844,8.65,0.049,0.5664,8.9995,12.67,0.0651,0.5144,8.9985,Day 7 Neuron,Rep 2
FLI1,0.0,0.0,1.6017,0.0196,0.01,0.0001,0.5072,0.0166,0.02,0.0001,0.5072,0.017,Day 7 Neuron,Rep 2
FLT4,0.01,0.0001,0.853,0.4839,0.53,0.0028,0.5265,0.5037,0.76,0.0033,0.4355,0.4924,Day 7 Neuron,Rep 2
FN1,0.13,0.001,0.7892,4.9861,5.43,0.0318,0.5852,5.3299,7.92,0.0418,0.5275,5.3029,Day 7 Neuron,Rep 2
FOXA2,0.0,0.0,1.7772,0.0684,0.05,0.0002,0.4137,0.0498,0.08,0.0003,0.4137,0.0509,Day 7 Neuron,Rep 2
FOXE3,0.0,0.0,0.3663,0.0342,0.04,0.0002,0.3663,0.0387,0.06,0.0002,0.3663,0.0396,Day 7 Neuron,Rep 2
FOXJ1,0.01,0.0001,1.5785,0.2786,0.25,0.0015,0.5841,0.238,0.37,0.0019,0.5244,0.2377,Day 7 Neuron,Rep 2
FOXN1,0.0,0.0,0.8498,0.0293,0.03,0.0001,0.3351,0.0277,0.05,0.0002,0.3351,0.0283,Day 7 Neuron,Rep 2
FTH1,9.7,0.4216,4.3459,3798.7534,97.32,3.5305,3.6276,3784.7864,99.62,3.5166,3.53,3744.8376,Day 7 Neuron,Rep 2
FUS,2.5,0.0618,2.4686,309.9863,67.94,1.0406,1.5315,309.2581,92.52,1.2983,1.4032,309.3948,Day 7 Neuron,Rep 2
FXYD2,0.0,0.0,0.5002,0.1418,0.17,0.0009,0.5002,0.1605,0.25,0.0011,0.4179,0.1585,Day 7 Neuron,Rep 2
GABBR2,0.76,0.0078,1.025,45.6329,30.67,0.2118,0.6905,48.6225,45.16,0.2946,0.6524,49.1124,Day 7 Neuron,Rep 2
GABRA1,0.0,0.0,0.7146,0.1418,0.16,0.001,0.6076,0.155,0.24,0.0014,0.6076,0.1585,Day 7 Neuron,Rep 2
GABRB2,0.0,0.0,0.5838,0.1955,0.2,0.001,0.5001,0.2159,0.3,0.0015,0.5001,0.2207,Day 7 Neuron,Rep 2
GABRB3,1.31,0.0179,1.3667,98.9895,48.9,0.4224,0.8639,103.4771,71.62,0.5853,0.8172,104.6087,Day 7 Neuron,Rep 2
GABRD,0.16,0.0014,0.867,7.2006,6.41,0.0373,0.5814,7.6268,9.51,0.0528,0.555,7.7251,Day 7 Neuron,Rep 2
GABRG2,0.03,0.0003,0.9183,1.183,1.23,0.0067,0.5432,1.1955,1.78,0.0086,0.4845,1.1828,Day 7 Neuron,Rep 2
GANAB,0.68,0.0075,1.102,33.5538,26.22,0.1641,0.6258,34.1603,38.47,0.2221,0.5775,34.3527,Day 7 Neuron,Rep 2
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
GDAP1,1.37,0.0203,1.4747,94.9077,49.06,0.4323,0.8811,96.2045,70.61,0.5667,0.8025,96.346,Day 7 Neuron,Rep 2
GDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
GFAP,0.0,0.0,0.8811,0.1711,0.19,0.0009,0.4806,0.1716,0.28,0.0013,0.4806,0.1754,Day 7 Neuron,Rep 2
GFI1B,0.0,0.0,1.0177,0.0244,0.02,0.0001,0.5082,0.0221,0.04,0.0002,0.5082,0.0226,Day 7 Neuron,Rep 2
GGCX,0.55,0.0061,1.109,28.201,21.23,0.1397,0.6579,28.7861,30.92,0.1842,0.596,28.8234,Day 7 Neuron,Rep 2
GJB3,0.0,0.0,4.3866,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
GJB6,0.0,0.0,0.4965,0.0049,0.01,0.0,0.4965,0.0055,0.01,0.0,0.4965,0.0057,Day 7 Neuron,Rep 2
GLUD1,1.01,0.0121,1.1977,56.7198,38.13,0.2754,0.7222,58.0149,55.69,0.3711,0.6664,58.2977,Day 7 Neuron,Rep 2
GLUL,1.31,0.0192,1.4679,86.9984,46.19,0.3909,0.8461,87.4929,66.7,0.5141,0.7708,87.7493,Day 7 Neuron,Rep 2
GMNN,0.55,0.0075,1.3731,26.5927,19.46,0.1277,0.6564,25.5095,28.42,0.17,0.5984,25.5579,Day 7 Neuron,Rep 2
GNAI1,1.12,0.0161,1.4445,61.9259,38.35,0.2988,0.7791,59.6975,55.23,0.3842,0.6956,59.5314,Day 7 Neuron,Rep 2
GNAO1,1.22,0.0184,1.5124,111.4793,45.08,0.4447,0.9864,117.7623,65.52,0.6082,0.9283,118.961,Day 7 Neuron,Rep 2
GNAT1,0.0,0.0,2.4342,0.0147,0.01,0.0,0.6449,0.0055,0.01,0.0001,0.6449,0.0057,Day 7 Neuron,Rep 2
GNB1,1.85,0.0385,2.0784,240.5274,59.84,0.7938,1.3265,251.138,84.87,1.0555,1.2436,253.4514,Day 7 Neuron,Rep 2
GNB4,0.4,0.0042,1.037,17.6226,15.49,0.0892,0.5761,17.6945,22.72,0.1199,0.5277,17.7593,Day 7 Neuron,Rep 2
GP1BA,0.03,0.0002,0.7659,0.9679,1.1,0.006,0.548,1.0239,1.6,0.0078,0.487,1.013,Day 7 Neuron,Rep 2
GREM1,0.07,0.0007,1.0699,2.5273,2.65,0.016,0.6051,2.4574,3.78,0.0189,0.4997,2.3939,Day 7 Neuron,Rep 2
GRHL2,0.0,0.0001,4.0557,0.0684,0.02,0.0001,0.301,0.0166,0.03,0.0001,0.301,0.017,Day 7 Neuron,Rep 2
GRIA1,0.01,0.0,0.785,0.2346,0.25,0.0012,0.4896,0.2435,0.37,0.0018,0.4896,0.249,Day 7 Neuron,Rep 2
GRIA2,0.19,0.0018,0.9394,7.9289,7.53,0.0462,0.6131,8.2357,11.01,0.0616,0.5595,8.2288,Day 7 Neuron,Rep 2
GRIA4,1.03,0.0133,1.2942,67.0489,38.86,0.3148,0.81,69.4884,56.52,0.4236,0.7494,69.8599,Day 7 Neuron,Rep 2
GRIN1,0.02,0.0002,0.8813,0.8946,0.98,0.0051,0.519,0.9243,1.43,0.0066,0.4639,0.9225,Day 7 Neuron,Rep 2
GRIN2D,0.09,0.0007,0.7507,3.5734,3.91,0.0198,0.5072,3.7802,5.79,0.0278,0.4793,3.8201,Day 7 Neuron,Rep 2
GRN,1.05,0.0133,1.2666,65.1082,39.41,0.3051,0.7741,67.0864,57.22,0.4061,0.7096,67.2679,Day 7 Neuron,Rep 2
GSDME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
GUCA1A,0.04,0.0006,1.3859,1.7598,1.48,0.0077,0.5212,1.6051,2.15,0.0099,0.4574,1.6016,Day 7 Neuron,Rep 2
GUCY2D,0.0,0.0,1.4928,0.0098,0.01,0.0002,1.4928,0.0111,0.01,0.0,0.2706,0.0057,Day 7 Neuron,Rep 2
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
HAND1,0.0,0.0,2.7331,0.0098,0.01,0.0001,2.2662,0.0055,0.01,0.0002,2.2662,0.0057,Day 7 Neuron,Rep 2
HAND2,0.0,0.0,0.4514,0.0342,0.04,0.0002,0.4514,0.0387,0.06,0.0003,0.4514,0.0396,Day 7 Neuron,Rep 2
HBA1,0.01,0.0001,1.3254,0.3373,0.29,0.0023,0.795,0.3265,0.41,0.0027,0.6578,0.3169,Day 7 Neuron,Rep 2
HBB,0.0,0.0001,1.6549,0.1271,0.13,0.0007,0.5876,0.1162,0.19,0.0011,0.5876,0.1188,Day 7 Neuron,Rep 2
HCN1,0.01,0.0001,0.9382,0.396,0.42,0.0023,0.5506,0.3985,0.62,0.003,0.4829,0.3962,Day 7 Neuron,Rep 2
HCN4,0.18,0.0015,0.8644,7.0539,7.16,0.0379,0.5291,7.3224,10.52,0.0509,0.4839,7.3346,Day 7 Neuron,Rep 2
HECW2,0.19,0.0016,0.8667,7.4792,7.62,0.0419,0.5494,7.7486,11.2,0.0564,0.5037,7.7704,Day 7 Neuron,Rep 2
HEPACAM,0.0,0.0,0.4878,0.0098,0.01,0.0001,0.4878,0.0111,0.02,0.0001,0.4878,0.0113,Day 7 Neuron,Rep 2
HMGA2,0.07,0.0012,1.6947,2.8206,2.26,0.0129,0.5689,2.2914,3.29,0.0163,0.4973,2.2751,Day 7 Neuron,Rep 2
HNRNPA2B1,3.6,0.1114,3.0939,557.6654,74.73,1.4892,1.9928,545.3361,95.49,1.7547,1.8376,544.1305,Day 7 Neuron,Rep 2
HNRNPD,1.82,0.0357,1.9678,176.436,58.48,0.6547,1.1195,178.8711,83.86,0.8754,1.0439,180.2808,Day 7 Neuron,Rep 2
HNRNPDL,3.48,0.1058,3.0446,577.1652,74.54,1.5006,2.0131,572.6278,95.75,1.7904,1.87,572.9143,Day 7 Neuron,Rep 2
HNRNPH1,2.62,0.0733,2.7943,349.3963,62.36,0.9735,1.561,341.116,83.02,1.1572,1.3939,340.2613,Day 7 Neuron,Rep 2
HNRNPR,1.97,0.0393,1.9938,176.0791,60.53,0.6926,1.1443,173.746,85.51,0.8919,1.043,173.9819,Day 7 Neuron,Rep 2
HOMER2,0.32,0.0032,0.9881,13.7119,12.53,0.0703,0.5611,13.8811,18.34,0.0934,0.5092,13.8939,Day 7 Neuron,Rep 2
HRAS,1.9,0.0375,1.9734,207.4087,60.63,0.7441,1.2273,212.3839,85.9,0.9754,1.1354,213.66,Day 7 Neuron,Rep 2
HRG,0.0,0.0,0.6548,0.0196,0.02,0.0002,0.6548,0.0221,0.04,0.0002,0.6548,0.0226,Day 7 Neuron,Rep 2
HSPB1,1.03,0.0212,2.0631,104.8751,31.99,0.3631,1.1349,106.0287,45.38,0.4714,1.0388,106.5895,Day 7 Neuron,Rep 2
HSPB8,0.02,0.0002,0.9882,0.7479,0.66,0.0032,0.4838,0.7527,1.0,0.0048,0.4838,0.7697,Day 7 Neuron,Rep 2
HTT,0.48,0.0047,0.9951,21.2155,18.71,0.1112,0.5943,21.757,27.49,0.1511,0.5497,21.8623,Day 7 Neuron,Rep 2
IDH2,1.38,0.0231,1.6777,116.4312,47.22,0.479,1.0143,118.7308,67.53,0.6272,0.9289,119.1987,Day 7 Neuron,Rep 2
IFIH1,0.0,0.0,0.8264,0.1467,0.16,0.0008,0.4639,0.155,0.24,0.0011,0.4639,0.1585,Day 7 Neuron,Rep 2
IFT140,0.11,0.0011,0.9369,4.3311,4.49,0.0244,0.5437,4.3724,6.58,0.0323,0.4901,4.3691,Day 7 Neuron,Rep 2
IGF2,0.06,0.0005,0.8431,2.6446,2.46,0.0132,0.5384,2.7729,3.64,0.0184,0.505,2.8014,Day 7 Neuron,Rep 2
IKBKB,0.12,0.001,0.8544,4.5511,4.84,0.0245,0.5069,4.6934,7.14,0.0338,0.4733,4.72,Day 7 Neuron,Rep 2
IKZF2,0.02,0.0001,0.9574,0.5719,0.61,0.003,0.4993,0.5701,0.89,0.0039,0.4435,0.5659,Day 7 Neuron,Rep 2
IKZF3,0.0,0.0,1.1866,0.1124,0.12,0.0007,0.5853,0.1107,0.17,0.0008,0.4646,0.1075,Day 7 Neuron,Rep 2
IMPDH1,0.86,0.0098,1.1454,47.515,32.97,0.227,0.6887,49.0542,48.33,0.3096,0.6406,49.4011,Day 7 Neuron,Rep 2
IMPG1,0.01,0.0001,1.0605,0.2346,0.24,0.0014,0.5789,0.2269,0.35,0.0018,0.5167,0.2264,Day 7 Neuron,Rep 2
INF2,0.11,0.001,0.9313,4.4631,4.37,0.0237,0.5422,4.5385,6.42,0.0319,0.4972,4.5502,Day 7 Neuron,Rep 2
INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
IRF2BPL,1.04,0.0148,1.4254,62.8205,37.45,0.2907,0.7764,63.0792,54.54,0.3909,0.7166,63.3968,Day 7 Neuron,Rep 2
IRF4,0.0,0.0,0.935,0.0831,0.09,0.0007,0.7635,0.0886,0.12,0.0006,0.5007,0.0792,Day 7 Neuron,Rep 2
ISL1,0.1,0.0012,1.1964,5.866,3.65,0.0242,0.6647,6.0218,5.43,0.0352,0.6474,6.1292,Day 7 Neuron,Rep 2
ITGA2B,0.03,0.0003,1.0853,1.0754,1.11,0.006,0.5417,1.0405,1.62,0.0077,0.4779,1.0357,Day 7 Neuron,Rep 2
ITGB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day 7 Neuron,Rep 2
ITPR1,0.01,0.0001,1.1929,0.3031,0.3,0.0017,0.5672,0.2878,0.44,0.0023,0.5166,0.2886,Day 7 Neuron,Rep 2
JAK1,0.79,0.009,1.1348,42.4555,30.09,0.2038,0.6773,43.359,44.11,0.2771,0.6283,43.6228,Day 7 Neuron,Rep 2
JPH2,0.01,0.0001,0.7962,0.5524,0.6,0.0031,0.5149,0.5811,0.89,0.0042,0.4734,0.5829,Day 7 Neuron,Rep 2
